,0,1,2,3
0,16.243,7.785,19.025,14.055
1,15.002,6.864,17.423000000000002,13.068
2,14.997,6.307,18.043,12.775
3,15.821,7.343999999999999,17.864,12.110999999999999
4,15.578,7.093999999999999,18.412,14.702
5,14.970000000000002,6.769,16.788,12.683
6,17.412,9.387,19.774,15.470999999999998
7,13.06,5.358,15.297,11.142999999999999
